,person,cantidad_sesiones,promedio_sesiones_sec,tiempo_total_sesiones_sec,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,# Actividades,act_ult_30_dias,act_ult_20_dias,act_ult_15_dias,act_ult_5_dias,act_ult_1_dias,act_ult_25_dias,act_ult_10_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,label
36026,cc0da949,1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,6,6,6,3,3.0,3.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36027,cc10d938,4,368.0,1470.0,9.0,9.0,0.0,18.0,0.5,0.0,0.5,19.0,12.0,18.0,0,0,52,55,23,55,52,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36057,cc3842ae,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,14,14,14,3,3.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36081,cc59ab30,48,479.00000000000006,22986.0,14.0,43.0,8.0,65.0,0.2153846153846154,0.12307692307692308,0.6615384615384615,71.0,25.0,44.0,0,1,128,52,42,52,358,102.0,74.0,24.0,0.0,0.0,74.0,0.0,20.0,20.0,20.0,12.0,0.0,0.0,0.0,1.0
36082,cc59ab30,48,479.00000000000006,22986.0,14.0,43.0,8.0,65.0,0.2153846153846154,0.12307692307692308,0.6615384615384615,71.0,25.0,44.0,1,1,28,42,42,52,358,102.0,74.0,24.0,0.0,0.0,74.0,0.0,20.0,20.0,20.0,12.0,0.0,0.0,0.0,1.0
36083,cc59ab30,48,479.00000000000006,22986.0,14.0,43.0,8.0,65.0,0.2153846153846154,0.12307692307692308,0.6615384615384615,71.0,25.0,44.0,2,0,202,42,12,52,358,102.0,74.0,24.0,0.0,0.0,74.0,0.0,20.0,20.0,20.0,12.0,0.0,0.0,0.0,1.0
36090,cc5e0951,2,606.0,1211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,20.0,0,0,60,1,0,1,60,60.0,60.0,60.0,60.0,1.0,60.0,60.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
36091,cc5ef260,1,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,13,13,13,3,3.0,3.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36096,cc61955b,1,709.0,709.0,1.0,3.0,0.0,4.0,0.25,0.0,0.75,4.0,2.0,3.0,0,0,10,0,0,0,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36123,cc99dc3c,6,213.0,1279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,19.0,0,0,60,42,5,42,60,32.0,32.0,32.0,0.0,0.0,32.0,32.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36125,cca04441,1,2223.0,2223.0,6.0,0.0,4.0,10.0,0.6,0.4,0.0,10.0,5.0,7.0,0,0,42,1,1,1,42,42.0,42.0,42.0,42.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36130,cca96282,5,498.00000000000006,2490.0,20.0,1.0,0.0,21.0,0.9523809523809523,0.0,0.047619047619047616,22.0,6.0,10.0,0,0,81,96,14,96,81,35.0,35.0,10.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36156,ccc4a461,3,201.0,604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,2,0,6,31,31,62,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36174,ccdf3554,5,178.0,890.0,31.0,0.0,0.0,31.0,1.0,0.0,0.0,31.0,5.0,19.0,0,0,53,64,5,64,53,25.0,25.0,15.0,0.0,0.0,25.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36181,ccec1049,15,299.0,4480.0,41.0,53.0,75.0,169.0,0.24260355029585798,0.4437869822485207,0.3136094674556213,173.0,23.0,113.0,0,1,121,86,70,86,217,35.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36207,cd18cff5,1,382.0,382.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0,0,9,10,10,10,9,9.0,9.0,9.0,0.0,0.0,9.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
36213,cd1fe208,2,434.0,868.0,1.0,0.0,21.0,22.0,0.045454545454545456,0.9545454545454546,0.0,22.0,3.0,6.0,0,0,28,12,0,12,28,28.0,28.0,28.0,6.0,6.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36220,cd2b9c06,2,678.0,1355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,0,0,23,15,13,15,23,23.0,23.0,6.0,0.0,0.0,23.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
36229,cd393c0c,2,150.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0,0,19,116,103,116,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36239,cd4aae14,13,1032.0,13418.0,166.0,7.0,0.0,173.0,0.9595375722543352,0.0,0.04046242774566474,173.0,10.0,68.0,0,1,200,14,2,14,211,211.0,211.0,211.0,73.0,0.0,211.0,118.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,1.0
36240,cd4aae14,13,1032.0,13418.0,166.0,7.0,0.0,173.0,0.9595375722543352,0.0,0.04046242774566474,173.0,10.0,68.0,1,1,2,1,1,14,211,211.0,211.0,211.0,73.0,0.0,211.0,118.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,1.0
36241,cd4aae14,13,1032.0,13418.0,166.0,7.0,0.0,173.0,0.9595375722543352,0.0,0.04046242774566474,173.0,10.0,68.0,2,1,9,1,1,14,211,211.0,211.0,211.0,73.0,0.0,211.0,118.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,1.0
36249,cd5adb3f,1,228.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,11.0,0,0,22,2,2,2,22,22.0,22.0,22.0,22.0,0.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
36265,cd722865,4,1288.0,5154.0,1.0,27.0,0.0,28.0,0.03571428571428571,0.0,0.9642857142857143,29.0,7.0,19.0,1,0,1,0,0,2,80,80.0,80.0,80.0,80.0,31.0,80.0,80.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0
36267,cd77d56f,37,438.0,16196.000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,20.0,0,0,190,14,1,14,190,190.0,190.0,190.0,27.0,0.0,190.0,109.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
36271,cd7c8073,1,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0,0,9,37,37,37,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36290,cd91b8db,5,102.0,508.00000000000006,3.0,2.0,0.0,5.0,0.6,0.0,0.4,6.0,4.0,4.0,0,0,31,104,88,104,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36308,cda4e182,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,8,8,8,4,4.0,4.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36319,cdbd7c3f,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,79,79,79,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36337,cddfd913,6,850.0,5098.0,35.0,26.0,14.0,75.0,0.4666666666666667,0.18666666666666668,0.3466666666666667,89.0,12.0,54.0,0,0,120,7,3,7,120,120.0,120.0,120.0,24.0,0.0,120.0,120.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0
36351,cdf77e83,10,518.0,5177.0,7.0,142.0,3.0,152.0,0.046052631578947366,0.019736842105263157,0.9342105263157895,152.0,11.0,53.0,0,1,202,36,8,36,210,150.0,121.0,97.0,0.0,0.0,150.0,28.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0
36358,cdfe9db1,2,246.00000000000003,492.00000000000006,8.0,0.0,0.0,8.0,1.0,0.0,0.0,8.0,2.0,4.0,0,0,14,0,0,0,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36367,ce063834,1,147.0,147.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,1.0,4.0,0,0,10,27,27,27,10,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36380,ce1357c7,4,786.0,3143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,12.0,0,0,41,33,6,33,41,36.0,29.0,29.0,0.0,0.0,36.0,29.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
36381,ce161603,1,1158.0,1158.0,5.0,0.0,1.0,6.0,0.8333333333333334,0.16666666666666666,0.0,6.0,5.0,5.0,0,0,22,5,5,5,22,22.0,22.0,22.0,0.0,0.0,22.0,22.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36383,ce16abb3,3,316.0,948.0000000000001,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0,0,20,9,1,9,20,20.0,20.0,20.0,2.0,0.0,20.0,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36385,ce1752d9,3,233.00000000000003,698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0,0,21,27,0,27,21,21.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36387,ce1e7a08,7,1336.0,9352.0,177.0,170.0,26.0,373.0,0.4745308310991957,0.06970509383378017,0.45576407506702415,381.0,41.0,213.0,0,0,412,41,24,41,412,355.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36391,ce25e4ab,4,212.0,847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,18.0,0,0,65,146,1,146,65,42.0,21.0,21.0,21.0,0.0,42.0,21.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
36401,ce30b977,20,846.0,16917.0,147.0,78.0,35.0,260.0,0.5653846153846154,0.1346153846153846,0.3,267.0,52.0,155.0,0,0,362,66,4,66,362,145.0,50.0,9.0,9.0,0.0,145.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
36402,ce30b9aa,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36406,ce386a8b,1,352.0,352.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,3.0,4.0,0,0,10,3,3,3,10,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36423,ce580ee2,6,744.0,4466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,4.0,48.0,0,0,156,8,1,8,156,156.0,156.0,156.0,140.0,0.0,156.0,156.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
36427,ce5aa06d,8,728.0,5824.0,93.0,0.0,5.0,98.0,0.9489795918367347,0.05102040816326531,0.0,108.0,12.0,58.0,0,0,135,9,1,9,135,135.0,135.0,135.0,53.0,0.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36431,ce611ccf,1,869.0,869.0,20.0,12.0,0.0,32.0,0.625,0.0,0.375,32.0,3.0,18.0,0,0,39,7,7,7,39,39.0,39.0,39.0,0.0,0.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36451,ce83d00a,1,66.0,66.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,8,41,41,41,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36454,ce8541d2,1,77.0,77.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0,0,6,0,0,0,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36462,ce90a8ea,12,349.0,4191.0,2.0,48.0,0.0,50.0,0.04,0.0,0.96,50.0,5.0,22.0,0,0,139,31,1,31,139,109.0,109.0,109.0,54.0,0.0,109.0,99.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0
36464,ce929878,13,297.0,3861.0000000000005,28.0,35.0,0.0,63.0,0.4444444444444444,0.0,0.5555555555555556,63.0,7.0,32.0,0,0,117,97,3,97,117,68.0,64.0,49.0,19.0,0.0,68.0,41.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36480,cebacef6,1,757.0,757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,0,0,14,11,11,11,14,14.0,14.0,14.0,0.0,0.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36516,cf0231f4,1,2245.0,2245.0,42.0,8.0,2.0,52.0,0.8076923076923077,0.038461538461538464,0.15384615384615385,52.0,19.0,39.0,0,0,65,9,9,9,65,65.0,65.0,65.0,0.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36626,cf81cfe9,3,1342.0,4025.0000000000005,10.0,14.0,28.0,52.0,0.19230769230769232,0.5384615384615384,0.2692307692307692,59.0,20.0,45.0,0,0,70,14,9,14,70,70.0,70.0,70.0,0.0,0.0,70.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36642,cf9af632,2,738.0,1476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,0,0,20,0,0,0,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0
36683,cfcccc8e,7,64.0,448.0,1.0,0.0,10.0,11.0,0.09090909090909091,0.9090909090909091,0.0,11.0,3.0,5.0,0,0,27,28,18,28,27,27.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36692,cfd29302,1,6.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,4,2,2,2,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
36704,cfe644bc,3,1359.0,4077.0000000000005,38.0,0.0,2.0,40.0,0.95,0.05,0.0,41.0,5.0,21.0,0,0,67,18,5,18,67,67.0,67.0,46.0,0.0,0.0,67.0,46.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36711,cfee0282,9,667.0,6006.0,18.0,2.0,0.0,20.0,0.9,0.0,0.1,20.0,5.0,11.0,1,0,27,8,6,20,78,78.0,72.0,72.0,0.0,0.0,78.0,27.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
36752,d02535be,14,603.0,8448.0,36.0,1.0,0.0,37.0,0.972972972972973,0.0,0.02702702702702703,37.0,5.0,16.0,0,0,86,6,1,6,86,86.0,86.0,86.0,76.0,0.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36758,d02d2c82,8,630.0,5043.0,20.0,11.0,0.0,31.0,0.6451612903225806,0.0,0.3548387096774194,31.0,5.0,15.0,0,0,50,17,2,17,50,50.0,50.0,46.0,44.0,0.0,50.0,46.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
36774,d03bf6fb,1,131.0,131.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,2.0,0,0,5,1,1,1,5,5.0,5.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36791,d066f64c,1,1031.0,1031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,8.0,0,0,22,13,13,13,22,22.0,22.0,22.0,0.0,0.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
36801,d077700f,11,289.0,3176.0,9.0,2.0,0.0,11.0,0.8181818181818182,0.0,0.18181818181818182,14.0,5.0,8.0,0,0,68,14,0,14,68,68.0,68.0,68.0,33.0,12.0,68.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36807,d07d624c,60,301.0,18081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,8.0,64.0,2,1,242,99,21,130,431,218.0,99.0,86.0,30.0,2.0,178.0,69.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
36814,d08674c1,14,360.0,5041.0,73.0,143.0,49.0,265.0,0.27547169811320754,0.18490566037735848,0.539622641509434,268.0,13.0,127.0,0,0,334,50,6,50,334,236.0,143.0,143.0,0.0,0.0,197.0,105.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
36823,d08d505e,21,1231.0,25857.0,41.0,119.0,140.0,300.0,0.13666666666666666,0.4666666666666667,0.39666666666666667,308.0,37.0,131.0,0,0,432,27,0,27,432,432.0,400.0,388.0,312.0,69.0,409.0,388.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
36874,d0d3af1e,1,197.0,197.0,1.0,1.0,0.0,2.0,0.5,0.0,0.5,2.0,2.0,2.0,0,0,7,0,0,0,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36906,d10826a4,24,1056.0,25343.0,100.0,24.0,50.0,174.0,0.5747126436781609,0.28735632183908044,0.13793103448275862,221.0,53.0,127.0,0,1,106,58,56,58,356,28.0,5.0,5.0,5.0,0.0,28.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0
36907,d10826a4,24,1056.0,25343.0,100.0,24.0,50.0,174.0,0.5747126436781609,0.28735632183908044,0.13793103448275862,221.0,53.0,127.0,1,1,158,56,52,58,356,28.0,5.0,5.0,5.0,0.0,28.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0
36908,d10826a4,24,1056.0,25343.0,100.0,24.0,50.0,174.0,0.5747126436781609,0.28735632183908044,0.13793103448275862,221.0,53.0,127.0,2,1,87,52,23,58,356,28.0,5.0,5.0,5.0,0.0,28.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0
36909,d10826a4,24,1056.0,25343.0,100.0,24.0,50.0,174.0,0.5747126436781609,0.28735632183908044,0.13793103448275862,221.0,53.0,127.0,3,1,5,2,2,58,356,28.0,5.0,5.0,5.0,0.0,28.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0
36918,d11ab847,112,223.0,24988.0,102.0,100.0,0.0,202.0,0.504950495049505,0.0,0.49504950495049505,208.0,29.0,86.0,1,0,490,138,15,146,680,139.0,100.0,0.0,0.0,0.0,127.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
36950,d12f6da9,39,871.0,33982.0,58.0,5.0,7.0,70.0,0.8285714285714286,0.1,0.07142857142857142,91.0,31.0,57.0,0,0,324,32,0,32,324,288.0,201.0,147.0,87.0,16.0,239.0,104.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0
36952,d1320839,4,752.0,3009.0,19.0,0.0,1.0,20.0,0.95,0.05,0.0,26.0,8.0,15.0,0,0,71,61,19,61,71,8.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36972,d14b97f6,11,799.0,8787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,3.0,0,1,43,29,29,29,61,61.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36973,d14b97f6,11,799.0,8787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,3.0,1,0,18,29,21,29,61,61.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37039,d1883adc,5,281.0,1404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,12.0,0,0,49,68,2,68,49,11.0,11.0,11.0,11.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
37041,d18c5c0d,5,360.0,1802.0,1.0,4.0,0.0,5.0,0.2,0.0,0.8,5.0,3.0,3.0,0,1,1,19,19,19,27,27.0,27.0,10.0,4.0,0.0,27.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0
37057,d19f03b8,2,900.0,1800.0,1.0,5.0,0.0,6.0,0.16666666666666666,0.0,0.8333333333333334,6.0,3.0,4.0,0,0,32,69,66,69,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37064,d1a65a00,1,230.00000000000003,230.00000000000003,2.0,0.0,2.0,4.0,0.5,0.5,0.0,7.0,5.0,6.0,0,0,16,2,2,2,16,16.0,16.0,16.0,16.0,0.0,16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
37105,d1d7da35,8,1004.0000000000001,8031.000000000001,6.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,2.0,5.0,13,1,1,19,19,20,55,55.0,29.0,0.0,0.0,0.0,55.0,0.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
37107,d1d7da35,8,1004.0000000000001,8031.000000000001,6.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,2.0,5.0,15,1,1,18,18,20,55,55.0,29.0,0.0,0.0,0.0,55.0,0.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0
37160,d22544c6,8,519.0,4149.0,15.0,35.0,5.0,55.0,0.2727272727272727,0.09090909090909091,0.6363636363636364,55.0,16.0,32.0,0,0,109,121,2,121,109,65.0,65.0,63.0,51.0,0.0,65.0,63.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0
37186,d2465804,12,757.0,9079.0,59.0,6.0,0.0,65.0,0.9076923076923077,0.0,0.09230769230769231,65.0,7.0,19.0,0,0,124,20,0,20,124,124.0,87.0,20.0,10.0,10.0,124.0,20.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0
37189,d2473eb6,3,12.0,36.0,1.0,4.0,0.0,5.0,0.2,0.0,0.8,5.0,4.0,5.0,0,0,15,9,2,9,15,15.0,15.0,15.0,6.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37214,d2646614,25,204.0,5104.0,14.0,51.0,5.0,70.0,0.2,0.07142857142857142,0.7285714285714285,72.0,12.0,44.0,0,0,202,65,7,65,202,119.0,104.0,65.0,0.0,0.0,107.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37265,d2afed4d,1,196.0,196.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,2.0,4.0,0,0,16,10,10,10,16,16.0,16.0,16.0,0.0,0.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
37283,d2d69f0a,1,213.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0,0,19,5,5,5,19,19.0,19.0,19.0,0.0,0.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
37289,d2dbe0a4,3,351.0,1053.0,18.0,4.0,0.0,22.0,0.8181818181818182,0.0,0.18181818181818182,22.0,6.0,13.0,0,0,36,9,0,9,36,36.0,36.0,36.0,25.0,25.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37296,d2e425c1,4,734.0,2935.0,34.0,12.0,0.0,46.0,0.7391304347826086,0.0,0.2608695652173913,46.0,8.0,31.0,1,0,69,45,20,45,70,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37332,d323fbf1,17,544.0,9241.0,2.0,41.0,0.0,43.0,0.046511627906976744,0.0,0.9534883720930233,43.0,5.0,22.0,1,1,34,51,4,76,98,14.0,14.0,14.0,14.0,0.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
37335,d32507a0,1,237.00000000000003,237.00000000000003,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0,0,6,5,5,5,6,6.0,6.0,6.0,0.0,0.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
37362,d34e4f51,22,848.0,18662.0,1.0,232.0,47.0,280.0,0.0035714285714285713,0.16785714285714284,0.8285714285714286,280.0,17.0,128.0,0,0,416,57,0,57,416,249.0,172.0,121.0,104.0,14.0,172.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37399,d381c821,1,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,3,31,31,31,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37418,d39b1961,3,157.0,471.00000000000006,1.0,5.0,0.0,6.0,0.16666666666666666,0.0,0.8333333333333334,6.0,3.0,3.0,0,0,14,12,10,12,14,14.0,14.0,14.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37426,d3a631b7,1,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,4,4,4,4,4.0,4.0,4.0,4.0,0.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
37427,d3a7eaaf,1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,3,1,1,1,3,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37440,d3b78236,3,760.0,2280.0,1.0,19.0,0.0,20.0,0.05,0.0,0.95,20.0,5.0,11.0,0,0,78,7,5,7,78,78.0,78.0,78.0,0.0,0.0,78.0,78.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0
