,person,cant_sesiones_inac45MIN_ult_9999_dias,promedio_sesiones_sec_inac45MIN_ult_9999_dias,tiempo_total_sesiones_sec_inac45MIN_ult_9999_dias,cant_sesiones_inac45MIN_ult_30_dias,promedio_sesiones_sec_inac45MIN_ult_30_dias,tiempo_total_sesiones_sec_inac45MIN_ult_30_dias,cant_sesiones_inac45MIN_ult_25_dias,promedio_sesiones_sec_inac45MIN_ult_25_dias,tiempo_total_sesiones_sec_inac45MIN_ult_25_dias,cant_sesiones_inac45MIN_ult_20_dias,promedio_sesiones_sec_inac45MIN_ult_20_dias,tiempo_total_sesiones_sec_inac45MIN_ult_20_dias,cant_sesiones_inac45MIN_ult_15_dias,promedio_sesiones_sec_inac45MIN_ult_15_dias,tiempo_total_sesiones_sec_inac45MIN_ult_15_dias,cant_sesiones_inac45MIN_ult_10_dias,promedio_sesiones_sec_inac45MIN_ult_10_dias,tiempo_total_sesiones_sec_inac45MIN_ult_10_dias,cant_sesiones_inac45MIN_ult_5_dias,promedio_sesiones_sec_inac45MIN_ult_5_dias,tiempo_total_sesiones_sec_inac45MIN_ult_5_dias,cant_sesiones_inac45MIN_ult_1_dias,promedio_sesiones_sec_inac45MIN_ult_1_dias,tiempo_total_sesiones_sec_inac45MIN_ult_1_dias,samsung_vistos,iphone_vistos,motorola_vistos,total_marcas_vistas,%_vistos_samsung,%_vistos_motorola,%_vistos_iphone,modelos_vistos,modelos_distintos,sku_distintos,#Camino,compro,#pasos_antes_comprar,primera_actividad_ultimo_paso,ultima_actividad,primera_actividad,# Actividades,check_ult_9999_dias,check_ult_30_dias,check_ult_25_dias,check_ult_20_dias,check_ult_15_dias,check_ult_10_dias,check_ult_5_dias,check_ult_1_dias,act_ult_9999_dias,act_ult_30_dias,act_ult_25_dias,act_ult_20_dias,act_ult_15_dias,act_ult_10_dias,act_ult_5_dias,act_ult_1_dias,conv_ult_9999_dias,conv_ult_30_dias,conv_ult_25_dias,conv_ult_20_dias,conv_ult_15_dias,conv_ult_10_dias,conv_ult_5_dias,conv_ult_1_dias,mod_dist_check_ult_9999_dias,mod_dist_check_ult_30_dias,mod_dist_check_ult_25_dias,mod_dist_check_ult_20_dias,mod_dist_check_ult_15_dias,mod_dist_check_ult_10_dias,mod_dist_check_ult_5_dias,mod_dist_check_ult_1_dias,label
29579,c368e1a8,2,366.0,733.0,1.0,421.0,421.0,1.0,421.0,421.0,1.0,421.0,421.0,1.0,421.0,421.0,1.0,421.0,421.0,1.0,421.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0,0,17,104,2,104,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29610,c393f05d,3,65.0,195.0,3.0,65.0,195.0,3.0,65.0,195.0,3.0,65.0,195.0,3.0,65.0,195.0,2.0,68.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,1.0,0.0,0.0,13.0,2.0,10.0,0,0,20,13,8,13,20,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20,20.0,20.0,20.0,20.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29650,c3dbb913,1,155.0,155.0,1.0,155.0,155.0,1.0,155.0,155.0,1.0,155.0,155.0,1.0,155.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0,6,13,13,13,6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29656,c3e4e82f,6,749.0,4496.0,6.0,749.0,4496.0,6.0,749.0,4496.0,5.0,855.0,4274.0,5.0,855.0,4274.0,1.0,653.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,33.0,22.0,107.0,0.48598130841121495,0.205607476635514,0.308411214953271,136.0,36.0,86.0,0,0,147,21,9,21,147,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,147,147.0,147.0,125.0,125.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29666,c3fa3006,1,124.00000000000001,124.00000000000001,1.0,124.00000000000001,124.00000000000001,1.0,124.00000000000001,124.00000000000001,1.0,124.00000000000001,124.00000000000001,1.0,124.00000000000001,124.00000000000001,1.0,124.00000000000001,124.00000000000001,1.0,124.00000000000001,124.00000000000001,1.0,124.00000000000001,124.00000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0,0,8,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29668,c3ff0eb5,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0,0,8,76,75,76,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29675,c4074fc8,5,515.0,2577.0,2.0,252.00000000000003,503.00000000000006,2.0,252.00000000000003,503.00000000000006,2.0,252.00000000000003,503.00000000000006,2.0,252.00000000000003,503.00000000000006,2.0,252.00000000000003,503.00000000000006,1.0,0.0,0.0,1.0,0.0,0.0,4.0,18.0,0.0,22.0,0.18181818181818182,0.0,0.8181818181818182,22.0,9.0,10.0,0,0,56,141,0,141,56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,56,28.0,28.0,28.0,28.0,28.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29776,c49f832f,7,138.0,964.0000000000001,7.0,138.0,964.0000000000001,6.0,155.0,931.0000000000001,6.0,155.0,931.0000000000001,5.0,186.0,930.0000000000001,3.0,228.0,684.0,1.0,34.0,34.0,1.0,34.0,34.0,4.0,6.0,0.0,10.0,0.4,0.0,0.6,10.0,7.0,9.0,0,0,46,26,0,26,46,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,46,46.0,41.0,41.0,37.0,29.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29805,c4c8cae4,1,265.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,0,0,10,98,98,98,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29810,c4d5cb34,10,525.0,5253.0,9.0,552.0,4966.0,9.0,552.0,4966.0,9.0,552.0,4966.0,9.0,552.0,4966.0,8.0,621.0,4966.0,5.0,938.0000000000001,4688.0,3.0,1244.0,3732.0000000000005,11.0,74.0,3.0,88.0,0.125,0.03409090909090909,0.8409090909090909,88.0,12.0,42.0,0,0,138,53,0,53,138,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,138,127.0,127.0,127.0,127.0,124.0,96.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29811,c4d5fc28,1,382.0,382.0,1.0,382.0,382.0,1.0,382.0,382.0,1.0,382.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0,0,12,15,15,15,12,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
29814,c4d74766,7,650.0,4551.0,3.0,696.0,2087.0,3.0,696.0,2087.0,1.0,295.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,4.0,51.0,0.9019607843137255,0.0784313725490196,0.0196078431372549,51.0,17.0,33.0,0,0,153,52,18,52,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,92.0,92.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29826,c4efe914,7,1880.0000000000002,13163.0,7.0,1880.0000000000002,13163.0,7.0,1880.0000000000002,13163.0,7.0,1880.0000000000002,13163.0,6.0,1932.0000000000002,11593.0,6.0,1932.0000000000002,11593.0,1.0,5052.0,5052.0,0.0,0.0,0.0,4.0,0.0,33.0,37.0,0.10810810810810811,0.8918918918918919,0.0,48.0,13.0,21.0,0,0,119,16,4,16,119,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,119,119.0,119.0,119.0,101.0,101.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0
29830,c4f1e27d,60,359.0,21538.0,6.0,367.0,2202.0,5.0,439.0,2193.0,5.0,439.0,2193.0,4.0,491.00000000000006,1965.0000000000002,3.0,424.0,1271.0,2.0,616.0,1233.0,0.0,0.0,0.0,25.0,38.0,0.0,63.0,0.3968253968253968,0.0,0.6031746031746031,64.0,21.0,47.0,1,0,305,72,4,81,358,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358,33.0,29.0,29.0,22.0,16.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29831,c4f208e0,1,128.0,128.0,1.0,128.0,128.0,1.0,128.0,128.0,1.0,128.0,128.0,1.0,128.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,1.0,3.0,0,0,9,14,14,14,9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29858,c53889cc,6,2407.0,14442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,246.0,0.0,247.0,0.004048582995951417,0.0,0.9959514170040485,251.0,12.0,59.0,0,0,293,122,120,122,293,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29863,c541c863,11,1448.0,15927.000000000002,10.0,1418.0,14175.0,10.0,1418.0,14175.0,10.0,1418.0,14175.0,10.0,1418.0,14175.0,9.0,1525.0,13726.0,5.0,1192.0,5962.0,2.0,1712.0,3424.0,104.0,2.0,31.0,137.0,0.7591240875912408,0.22627737226277372,0.014598540145985401,160.0,27.0,86.0,1,0,256,54,0,54,276,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,245.0,245.0,245.0,245.0,229.0,96.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29882,c574aea4,1,1489.0,1489.0,1.0,1489.0,1489.0,1.0,1489.0,1489.0,1.0,1489.0,1489.0,1.0,1489.0,1489.0,1.0,1489.0,1489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,10.0,0,0,19,6,6,6,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,19,19.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29885,c57a3141,1,490.00000000000006,490.00000000000006,1.0,490.00000000000006,490.00000000000006,1.0,490.00000000000006,490.00000000000006,1.0,490.00000000000006,490.00000000000006,1.0,490.00000000000006,490.00000000000006,1.0,490.00000000000006,490.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0,0,14,6,6,6,14,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,14,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29918,c5b6a704,1,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,1.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,4,10,10,10,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29929,c5cdd194,2,1500.0,3001.0,2.0,1500.0,3001.0,2.0,1500.0,3001.0,2.0,1500.0,3001.0,2.0,1500.0,3001.0,1.0,2519.0,2519.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,18.0,0.05555555555555555,0.0,0.9444444444444444,18.0,8.0,16.0,0,0,32,10,9,10,32,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,32,32.0,32.0,32.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29933,c5d33bbd,2,160.0,321.0,2.0,160.0,321.0,2.0,160.0,321.0,2.0,160.0,321.0,2.0,160.0,321.0,2.0,160.0,321.0,2.0,160.0,321.0,1.0,298.0,298.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0,0,18,2,0,2,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,18.0,18.0,18.0,18.0,18.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29937,c5e16e19,2,45.0,90.0,2.0,45.0,90.0,2.0,45.0,90.0,2.0,45.0,90.0,2.0,45.0,90.0,2.0,45.0,90.0,2.0,45.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5,3,2,3,5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,5,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
29940,c5e57a88,3,1395.0,4185.0,3.0,1395.0,4185.0,3.0,1395.0,4185.0,3.0,1395.0,4185.0,3.0,1395.0,4185.0,3.0,1395.0,4185.0,3.0,1395.0,4185.0,0.0,0.0,0.0,49.0,3.0,0.0,52.0,0.9423076923076923,0.0,0.057692307692307696,53.0,8.0,24.0,1,0,21,1,1,1,82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,82,82.0,82.0,82.0,82.0,82.0,82.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
29941,c5e6eb10,1,91.0,91.0,1.0,91.0,91.0,1.0,91.0,91.0,1.0,91.0,91.0,1.0,91.0,91.0,1.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0,0,4,9,9,9,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
29954,c60ac068,1,483.00000000000006,483.00000000000006,1.0,483.00000000000006,483.00000000000006,1.0,483.00000000000006,483.00000000000006,1.0,483.00000000000006,483.00000000000006,1.0,483.00000000000006,483.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,19.0,0.15789473684210525,0.0,0.8421052631578947,21.0,9.0,15.0,0,0,31,12,12,12,31,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31,31.0,31.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
29966,c625bb36,3,1539.0,4617.0,2.0,1410.0,2820.0,2.0,1410.0,2820.0,2.0,1410.0,2820.0,2.0,1410.0,2820.0,1.0,2804.0,2804.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1.0,3.0,37.0,0.8918918918918919,0.08108108108108109,0.02702702702702703,37.0,19.0,29.0,0,0,53,37,9,37,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,31.0,31.0,31.0,31.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30045,c6bdfde4,9,851.0,7657.000000000001,3.0,487.00000000000006,1460.0,2.0,614.0,1228.0,2.0,614.0,1228.0,2.0,614.0,1228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,2.0,46.0,0.9565217391304348,0.043478260869565216,0.0,47.0,11.0,21.0,0,0,117,45,12,45,117,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,23.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30069,c6f24888,1,1770.0,1770.0,1.0,1770.0,1770.0,1.0,1770.0,1770.0,1.0,1770.0,1770.0,1.0,1770.0,1770.0,1.0,1770.0,1770.0,1.0,1770.0,1770.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,1.0,0.0,0.0,28.0,4.0,12.0,0,1,48,2,2,2,48,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,48,48.0,48.0,48.0,48.0,48.0,48.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
30089,c70c10d9,2,54.0,108.0,2.0,54.0,108.0,2.0,54.0,108.0,2.0,54.0,108.0,2.0,54.0,108.0,2.0,54.0,108.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0,0,11,5,1,5,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11,11.0,11.0,11.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
30131,c7641d93,3,518.0,1554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,6.0,0.16666666666666666,0.3333333333333333,0.5,6.0,3.0,5.0,1,1,1,133,133,134,26,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30156,c779237f,88,245.00000000000003,21536.0,9.0,104.0,937.0000000000001,8.0,87.0,696.0,5.0,124.00000000000001,621.0,4.0,153.0,611.0,1.0,230.00000000000003,230.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,248.0,213.0,0.0,461.0,0.5379609544468547,0.0,0.46203904555314534,461.0,27.0,144.0,2,0,209,77,5,129,661,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,661,72.0,58.0,42.0,38.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
30183,c792a751,8,245.00000000000003,1957.0000000000002,1.0,67.0,67.0,1.0,67.0,67.0,1.0,67.0,67.0,1.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,1.0,0.0,0.0,30.0,3.0,17.0,0,0,56,55,10,55,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30211,c7b90f94,3,548.0,1645.0,3.0,548.0,1645.0,3.0,548.0,1645.0,3.0,548.0,1645.0,3.0,548.0,1645.0,3.0,548.0,1645.0,3.0,548.0,1645.0,1.0,329.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5.0,22.0,0,0,45,3,0,3,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,45.0,45.0,45.0,45.0,45.0,45.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30219,c7bd584a,98,260.0,25489.0,30.0,28.0,847.0,20.0,31.000000000000004,624.0,14.0,41.0,570.0,8.0,71.0,569.0,4.0,96.0,385.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,190.0,0.0,196.0,0.030612244897959183,0.0,0.9693877551020408,201.0,12.0,58.0,1,0,144,47,1,85,512,34.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,512,61.0,41.0,31.0,24.0,16.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
30222,c7c451c8,1,1867.0000000000002,1867.0000000000002,1.0,1867.0000000000002,1867.0000000000002,1.0,1867.0000000000002,1867.0000000000002,1.0,1867.0000000000002,1867.0000000000002,1.0,1867.0000000000002,1867.0000000000002,1.0,1867.0000000000002,1867.0000000000002,1.0,1867.0000000000002,1867.0000000000002,0.0,0.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,1.0,3.0,0,0,15,1,1,1,15,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,15,15.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
30228,c7cc2c23,77,479.00000000000006,36889.0,21.0,431.0,9043.0,17.0,370.0,6283.0,14.0,359.0,5028.0,12.0,315.0,3784.0000000000005,7.0,428.0,2998.0,3.0,205.0,615.0,2.0,239.00000000000003,478.00000000000006,421.0,642.0,203.0,1266.0,0.3325434439178515,0.160347551342812,0.5071090047393365,1284.0,64.0,321.0,5,0,93,6,0,143,1561,12.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1561,476.0,323.0,277.0,243.0,157.0,72.0,51.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
30248,c7f3a594,1,85.0,85.0,1.0,85.0,85.0,1.0,85.0,85.0,1.0,85.0,85.0,1.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,3.0,0,0,8,14,14,14,8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,8,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
30254,c8017cd2,9,338.0,3043.0,3.0,154.0,461.00000000000006,3.0,154.0,461.00000000000006,3.0,154.0,461.00000000000006,3.0,154.0,461.00000000000006,3.0,154.0,461.00000000000006,3.0,154.0,461.00000000000006,2.0,200.0,399.0,4.0,21.0,0.0,25.0,0.16,0.0,0.84,25.0,11.0,20.0,0,0,65,146,0,146,65,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,65,20.0,20.0,20.0,20.0,20.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30280,c8302549,8,110.0,883.0,8.0,110.0,883.0,8.0,110.0,883.0,8.0,110.0,883.0,8.0,110.0,883.0,3.0,133.0,399.0,3.0,133.0,399.0,1.0,216.0,216.0,19.0,0.0,0.0,19.0,1.0,0.0,0.0,19.0,2.0,10.0,0,0,53,13,0,13,53,6.0,6.0,6.0,6.0,6.0,3.0,3.0,1.0,53,53.0,53.0,53.0,53.0,30.0,30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0
30415,c9230963,4,345.0,1379.0,4.0,345.0,1379.0,4.0,345.0,1379.0,4.0,345.0,1379.0,4.0,345.0,1379.0,4.0,345.0,1379.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,6.0,37.0,0.16216216216216217,0.16216216216216217,0.6756756756756757,49.0,12.0,37.0,0,0,79,8,7,8,79,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,79,79.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
